MOIS,CLIENT_ID,taux,GDP
30Nov2017 0:00:00,00000000041190,2.36,-0.7
31May2018 0:00:00,00000000041219,3.71,0.47
31Mar2018 0:00:00,00000000041337,2.4,0.19
30Apr2018 0:00:00,00000000041341,2.49,-0.43
31Jan2018 0:00:00,00000000041377,2.32,0.99
30Jun2018 0:00:00,00000000041428,2.29,0.09
31Dec2017 0:00:00,00000000041490,2.43,-0.84
28Feb2018 0:00:00,00000000041506,2.27,0.93
30Nov2017 0:00:00,00000000041511,2.35,-1.3
31Aug2018 0:00:00,00000000041525,2.58,-0.06
31Aug2018 0:00:00,00000000041574,2.55,1.48
31Dec2017 0:00:00,00000000041619,2.53,-1.7
30Jun2018 0:00:00,00000000041674,2.3,1.91
30Sep2018 0:00:00,00000000041796,2.38,-2.16
31Jul2018 0:00:00,00000000041841,2.3,0.08
31Aug2018 0:00:00,00000000041914,2.35,1.21
30Sep2018 0:00:00,00000000041981,2.83,0.18
31Mar2018 0:00:00,00000000042102,2.29,0.36
28Feb2018 0:00:00,00000000042123,2.69,1.31
30Jun2018 0:00:00,00000000042166,2.53,-1.05
31May2018 0:00:00,00000000042177,2.56,0.87
31Oct2018 0:00:00,00000000042183,2.28,-0.13
30Apr2018 0:00:00,00000000042189,2.6,0.88
30Nov2017 0:00:00,00000000042289,2.39,-0.42
31Dec2017 0:00:00,00000000042340,2.29,0.11
31Oct2017 0:00:00,00000000042354,2.81,-0.21
30Apr2018 0:00:00,00000000042444,2.55,0.7
31Aug2018 0:00:00,00000000042580,2.58,-0.08
31Jul2018 0:00:00,00000000042586,2.68,-0.04
30Apr2018 0:00:00,00000000042600,2.74,-1.04
31Dec2017 0:00:00,00000000042616,2.77,-0.01
31Jul2018 0:00:00,00000000042630,2.37,0.95
31Dec2017 0:00:00,00000000042819,2.51,-0.8
30Sep2018 0:00:00,00000000042862,2.64,0.61
30Sep2018 0:00:00,00000000042866,2.71,-0.37
31Oct2017 0:00:00,00000000042939,2.27,-1.28
31Dec2017 0:00:00,00000000042995,2.73,-1.34
30Apr2018 0:00:00,00000000043127,2.36,0.84
31Dec2017 0:00:00,00000000043136,2.57,-0.69
31Oct2017 0:00:00,00000000043153,2.5,0.25
30Apr2018 0:00:00,00000000043320,2.53,2.16
31Mar2018 0:00:00,00000000043409,2.42,-1.11
31Dec2017 0:00:00,00000000043606,2.33,0.24
31Jul2018 0:00:00,00000000043748,2.35,-0.36
31May2018 0:00:00,00000000043787,2.27,0.91
31Oct2017 0:00:00,00000000043788,2.37,-2.19
30Apr2018 0:00:00,00000000043966,3.63,-1.13
31Jul2018 0:00:00,00000000044008,2.36,0.33
31Jan2018 0:00:00,00000000044023,2.81,-0.11
31Dec2017 0:00:00,00000000044048,3.49,-0.43
28Feb2018 0:00:00,00000000044104,2.47,-0.09
28Feb2018 0:00:00,00000000044164,2.3,0.95
28Feb2018 0:00:00,00000000044323,2.37,1.12
31Jan2018 0:00:00,00000000044543,2.55,1.02
31Oct2017 0:00:00,00000000044545,2.44,2.02
30Jun2018 0:00:00,00000000044617,2.36,1.12
31Oct2017 0:00:00,00000000044690,2.46,-1.66
31Oct2018 0:00:00,00000000044891,2.65,0.22
28Feb2018 0:00:00,00000000044921,2.36,-0.96
31Aug2018 0:00:00,00000000044968,2.49,0.78
30Jun2018 0:00:00,00000000044975,3.34,-0.5
30Nov2017 0:00:00,00000000045072,2.4,-0.41
30Sep2018 0:00:00,00000000045115,2.41,-0.26
30Apr2018 0:00:00,00000000045161,2.52,-0.95
28Feb2018 0:00:00,00000000045404,2.58,-0.02
31Oct2017 0:00:00,00000000045465,3.59,2.22
31Oct2018 0:00:00,00000000045474,2.68,0.2
28Feb2018 0:00:00,00000000045538,2.8,0.16
30Jun2018 0:00:00,00000000045615,3.93,0.3
31Aug2018 0:00:00,00000000045680,2.75,-0.51
31May2018 0:00:00,00000000045720,4.22,0.31
28Feb2018 0:00:00,00000000045873,2.38,0.8
31Oct2017 0:00:00,00000000045875,2.42,-0.18
31Jan2018 0:00:00,00000000045882,2.52,-0.37
30Apr2018 0:00:00,00000000045902,2.65,2.29
31Oct2017 0:00:00,00000000045985,3.47,2.21
31Jul2018 0:00:00,00000000046092,2.46,1.78
31Mar2018 0:00:00,00000000046189,2.97,0.49
30Nov2017 0:00:00,00000000046197,2.24,-0.38
30Sep2018 0:00:00,00000000046235,2.44,-0.66
31Oct2018 0:00:00,00000000046394,2.7,0.45
31Jan2018 0:00:00,00000000046416,2.26,-1.07
30Apr2018 0:00:00,00000000046574,2.79,-0.68
31May2018 0:00:00,00000000046679,3.61,-0.47
31May2018 0:00:00,00000000046797,2.75,0.42
31Oct2017 0:00:00,00000000046804,2.74,1.33
30Sep2018 0:00:00,00000000046836,2.54,-0.5
30Nov2017 0:00:00,00000000046978,3.04,-0.24
28Feb2018 0:00:00,00000000047068,2.67,-0.12
28Feb2018 0:00:00,00000000047096,2.26,-1.01
31Oct2017 0:00:00,00000000047124,2.93,0.84
31Oct2018 0:00:00,00000000047167,3.54,1.77
31May2018 0:00:00,00000000047170,3.04,-0.19
30Jun2018 0:00:00,00000000047171,2.7,0.57
31Oct2018 0:00:00,00000000047241,2.58,-0.79
28Feb2018 0:00:00,00000000047243,3.05,0.9
31Jan2018 0:00:00,00000000047244,3.86,1.4
31Mar2018 0:00:00,00000000047290,2.95,0.96
31Oct2018 0:00:00,00000000047437,2.84,0.37
28Feb2018 0:00:00,00000000047463,2.63,-0.76
28Feb2018 0:00:00,00000000047531,2.26,1.07
31May2018 0:00:00,00000000047581,2.43,-1.02
30Jun2018 0:00:00,00000000047644,2.28,0.02
31Oct2017 0:00:00,00000000047696,2.58,0.87
28Feb2018 0:00:00,00000000047754,2.72,-1.39
31Oct2018 0:00:00,00000000047897,2.47,0.53
31Oct2017 0:00:00,00000000047989,2.74,-0.61
30Apr2018 0:00:00,00000000048055,2.96,0.36
31Dec2017 0:00:00,00000000048076,2.48,-0.44
30Nov2017 0:00:00,00000000048212,2.47,1.15
30Nov2017 0:00:00,00000000048221,2.65,-1.22
30Sep2018 0:00:00,00000000048229,2.76,-0.23
30Apr2018 0:00:00,00000000048269,2.37,-1.21
31Oct2018 0:00:00,00000000048357,2.52,0.32
31Aug2018 0:00:00,00000000048360,2.54,1.66
31Jan2018 0:00:00,00000000048449,2.97,-0.4
30Nov2017 0:00:00,00000000048505,2.34,-1.4
31Aug2018 0:00:00,00000000048524,2.4,1.23
31Oct2017 0:00:00,00000000048603,2.9,0.54
31Oct2018 0:00:00,00000000048608,2.39,-0.76
30Jun2018 0:00:00,00000000048675,2.64,0.28
31Jan2018 0:00:00,00000000048708,2.64,-0.68
31Mar2018 0:00:00,00000000048739,2.3,-0.99
30Apr2018 0:00:00,00000000048751,2.99,0.39
31Oct2018 0:00:00,00000000048800,2.29,0.93
30Apr2018 0:00:00,00000000048837,2.58,-0.66
31Jul2018 0:00:00,00000000048839,2.64,0.5
31Dec2017 0:00:00,00000000049171,2.57,-2.05
31Oct2018 0:00:00,00000000049198,2.7,1.22
28Feb2018 0:00:00,00000000049407,2.98,-0.72
31May2018 0:00:00,00000000049443,2.38,1.39
31Oct2018 0:00:00,00000000049459,2.63,-0.61
31Oct2018 0:00:00,00000000049485,2.88,-1.43
30Jun2018 0:00:00,00000000049490,2.61,-1.22
31Aug2018 0:00:00,00000000049592,2.67,-1.54
30Sep2018 0:00:00,00000000049643,2.38,0.3
31Jul2018 0:00:00,00000000049741,3.43,0.43
30Jun2018 0:00:00,00000000049764,2.29,-0.82
31Aug2018 0:00:00,00000000049952,2.57,-0.43
31Mar2018 0:00:00,00000000050157,3.18,-0.87
31May2018 0:00:00,00000000050296,2.65,0.04
31Jan2018 0:00:00,00000000050350,2.48,-0.25
30Apr2018 0:00:00,00000000050400,2.71,0.83
28Feb2018 0:00:00,00000000050480,2.36,0.04
31Mar2018 0:00:00,00000000050512,2.26,1.4
28Feb2018 0:00:00,00000000050560,2.3,-0.07
30Nov2017 0:00:00,00000000050623,2.61,-0.66
31Jan2018 0:00:00,00000000050689,2.27,-0.69
30Sep2018 0:00:00,00000000050862,2.47,1.88
31Jul2018 0:00:00,00000000050909,2.41,-0.37
31Jan2018 0:00:00,00000000050962,2.29,0.18
30Sep2018 0:00:00,00000000051148,2.57,-0.83
28Feb2018 0:00:00,00000000051206,2.42,1.48
31Jul2018 0:00:00,00000000051297,2.3,0.95
31Dec2017 0:00:00,00000000051386,2.46,-1.14
31Oct2017 0:00:00,00000000051512,2.3,1.2
31Aug2018 0:00:00,00000000051534,3.55,-0.77
31Jul2018 0:00:00,00000000051559,3.45,0.39
31Dec2017 0:00:00,00000000051691,2.57,-0.53
30Apr2018 0:00:00,00000000051700,2.76,1.18
31Mar2018 0:00:00,00000000051804,2.41,0.11
30Nov2017 0:00:00,00000000051960,2.73,-0.01
31Oct2018 0:00:00,00000000051998,2.35,0.66
31May2018 0:00:00,00000000052011,2.67,0.94
31Jan2018 0:00:00,00000000052037,3.03,1.1
28Feb2018 0:00:00,00000000052039,3.05,-0.12
31Jul2018 0:00:00,00000000052042,2.95,0.56
31Mar2018 0:00:00,00000000052052,2.51,0.6
30Apr2018 0:00:00,00000000052124,3.11,1.01
31Dec2017 0:00:00,00000000052160,2.9,0.19
30Jun2018 0:00:00,00000000052179,2.83,-0.36
30Jun2018 0:00:00,00000000052225,2.41,-0.45
31Aug2018 0:00:00,00000000052226,2.6,-0.97
31Jan2018 0:00:00,00000000052313,2.28,1.87
30Apr2018 0:00:00,00000000052352,2.66,0.64
31Dec2017 0:00:00,00000000052434,2.41,-0.48
31Jan2018 0:00:00,00000000052552,2.83,-0.51
30Jun2018 0:00:00,00000000052604,3.28,0.73
30Nov2017 0:00:00,00000000052608,2.84,-0.84
30Nov2017 0:00:00,00000000052727,2.43,0.21
31Aug2018 0:00:00,00000000052751,2.69,2.49
31May2018 0:00:00,00000000052767,2.41,-1.21
31May2018 0:00:00,00000000052796,2.78,1.04
31Oct2018 0:00:00,00000000052802,3,-0.66
31Mar2018 0:00:00,00000000052819,2.37,-0.05
31Dec2017 0:00:00,00000000052820,2.32,-0.57
31Oct2017 0:00:00,00000000052824,2.94,-0.12
31Dec2017 0:00:00,00000000052830,2.72,-2.47
31Jan2018 0:00:00,00000000052900,2.43,-0.36
31Oct2017 0:00:00,00000000053075,2.74,-0.25
31May2018 0:00:00,00000000053113,2.65,1.01
31Oct2018 0:00:00,00000000053133,3.38,-0.35
28Feb2018 0:00:00,00000000053157,2.58,1.61
30Apr2018 0:00:00,00000000053284,2.85,1.61
30Jun2018 0:00:00,00000000053338,2.89,0.55
31May2018 0:00:00,00000000053389,3.02,1.08
31Jan2018 0:00:00,00000000053417,2.65,-1.29
31Mar2018 0:00:00,00000000053426,2.42,-1.34
30Apr2018 0:00:00,00000000053486,2.34,0.01
31Aug2018 0:00:00,00000000053617,2.61,0.59
30Jun2018 0:00:00,00000000053753,2.33,-1.18
31Aug2018 0:00:00,00000000054070,2.27,0.75
28Feb2018 0:00:00,00000000054072,2.84,-1.47
31Mar2018 0:00:00,00000000054137,2.49,0.11
30Nov2017 0:00:00,00000000054199,2.76,0
31Oct2018 0:00:00,00000000054491,2.51,0.08
30Nov2017 0:00:00,00000000054663,2.38,0.05
28Feb2018 0:00:00,00000000054746,2.29,0.68
28Feb2018 0:00:00,00000000054768,2.89,-0.92
31Mar2018 0:00:00,00000000054778,2.34,-0.2
30Apr2018 0:00:00,00000000054830,2.8,0.93
31May2018 0:00:00,00000000055012,2.92,-1.08
30Nov2017 0:00:00,00000000055098,3.22,-0.15
30Jun2018 0:00:00,00000000055144,2.3,0.6
31Aug2018 0:00:00,00000000055237,2.61,0.08
31Dec2017 0:00:00,00000000055482,2.75,-1.8
31Oct2018 0:00:00,00000000055579,2.62,-1.2
31Oct2018 0:00:00,00000000055659,2.3,-0.35
31Jan2018 0:00:00,00000000055660,2.51,-1.49
28Feb2018 0:00:00,00000000055706,2.39,-0.14
30Jun2018 0:00:00,00000000055756,2.31,-1.02
28Feb2018 0:00:00,00000000055757,2.75,2.12
31Dec2017 0:00:00,00000000055761,3.35,0.36
30Sep2018 0:00:00,00000000055794,2.41,0.38
31Aug2018 0:00:00,00000000055834,3.14,-1.06
31Oct2018 0:00:00,00000000055835,2.43,-0.6
30Jun2018 0:00:00,00000000055870,2.42,-0.46
31Dec2017 0:00:00,00000000055919,2.54,0.75
30Apr2018 0:00:00,00000000055926,2.46,-0.24
30Jun2018 0:00:00,00000000055978,2.96,0.21
30Sep2018 0:00:00,00000000056066,2.28,-1.41
30Sep2018 0:00:00,00000000056127,2.55,0.33
31Oct2017 0:00:00,00000000056206,2.46,0.08
31Dec2017 0:00:00,00000000056289,2.31,0.03
31Oct2017 0:00:00,00000000056339,2.35,-0.56
31Mar2018 0:00:00,00000000056374,2.68,-0.15
30Apr2018 0:00:00,00000000056644,3.19,0.68
31Aug2018 0:00:00,00000000056645,2.76,-0.34
31Oct2018 0:00:00,00000000056753,3.56,-0.65
30Apr2018 0:00:00,00000000056854,3.24,1.03
31Jan2018 0:00:00,00000000056904,2.36,-0.46
31Aug2018 0:00:00,00000000056935,2.25,-0.09
28Feb2018 0:00:00,00000000056965,2.79,0.3
30Sep2018 0:00:00,00000000057002,2.39,-0.02
28Feb2018 0:00:00,00000000057083,3.17,0.77
31May2018 0:00:00,00000000057166,2.31,1.63
28Feb2018 0:00:00,00000000057174,2.52,-0.27
31Mar2018 0:00:00,00000000057236,3.06,0.28
30Nov2017 0:00:00,00000000057250,2.47,0.09
31Jan2018 0:00:00,00000000057268,2.36,0.9
31Jan2018 0:00:00,00000000057315,3.13,-1.14
30Sep2018 0:00:00,00000000057355,3.33,-1.96
31Mar2018 0:00:00,00000000057368,2.68,0.88
31Oct2017 0:00:00,00000000057446,3.51,1.93
30Nov2017 0:00:00,00000000057464,2.47,0.27
28Feb2018 0:00:00,00000000057604,2.34,1.05
31Aug2018 0:00:00,00000000057705,2.84,-2.38
31Jul2018 0:00:00,00000000057710,2.79,-1.09
31Jan2018 0:00:00,00000000057737,2.68,-0.33
31Oct2017 0:00:00,00000000057791,2.68,1.1
31Oct2017 0:00:00,00000000057804,3.33,0.05
31May2018 0:00:00,00000000057830,2.51,0.96
28Feb2018 0:00:00,00000000057917,2.36,-0.75
31Mar2018 0:00:00,00000000057927,2.35,1.42
31Mar2018 0:00:00,00000000057930,3.87,0.52
30Jun2018 0:00:00,00000000057941,2.5,0
30Jun2018 0:00:00,00000000057944,2.38,1.63
30Sep2018 0:00:00,00000000057982,2.61,-0.82
31Aug2018 0:00:00,00000000057992,2.77,0.71
30Sep2018 0:00:00,00000000058001,2.84,-2.36
31Jul2018 0:00:00,00000000058043,2.61,0.63
31Jul2018 0:00:00,00000000058067,2.46,0.43
30Apr2018 0:00:00,00000000058145,2.38,-0.52
28Feb2018 0:00:00,00000000058210,3.57,0.78
30Nov2017 0:00:00,00000000058290,2.29,0.91
31Oct2018 0:00:00,00000000058308,2.45,0.54
30Nov2017 0:00:00,00000000058403,2.73,0.2
30Jun2018 0:00:00,00000000058444,2.77,0.04
31Oct2018 0:00:00,00000000058470,2.77,-0.05
31Oct2018 0:00:00,00000000058568,2.25,-2.09
30Sep2018 0:00:00,00000000058774,2.52,-0.13
30Apr2018 0:00:00,00000000058814,2.36,-0.11
31Jan2018 0:00:00,00000000058907,2.65,0.19
30Nov2017 0:00:00,00000000058911,2.28,1.03
31Dec2017 0:00:00,00000000058967,2.79,-2.31
31Mar2018 0:00:00,00000000059029,2.77,-0.23
28Feb2018 0:00:00,00000000059030,2.24,0.55
30Jun2018 0:00:00,00000000059043,3.6,-0.84
31Oct2018 0:00:00,00000000059185,2.41,1.71
28Feb2018 0:00:00,00000000059247,2.6,0.74
28Feb2018 0:00:00,00000000059281,2.4,0.8
30Nov2017 0:00:00,00000000059468,2.54,-2.57
31Jul2018 0:00:00,00000000059515,2.59,-1.3
31Aug2018 0:00:00,00000000059522,2.52,-0.42
28Feb2018 0:00:00,00000000059694,2.79,0.79
31Jul2018 0:00:00,00000000059726,2.47,1.22
31Aug2018 0:00:00,00000000059758,2.5,-0.34
31May2018 0:00:00,00000000059787,3.48,0.79
31Oct2017 0:00:00,00000000059799,2.67,1.18
30Nov2017 0:00:00,00000000059806,2.34,-0.62
31Aug2018 0:00:00,00000000059837,2.55,-1.69
31Jul2018 0:00:00,00000000059911,2.29,-1.01
31Dec2017 0:00:00,00000000059946,2.32,-1.47
31Oct2017 0:00:00,00000000059961,2.88,-0.62
31Aug2018 0:00:00,00000000060017,2.46,0.58
31Jan2018 0:00:00,00000000060032,2.63,-1.07
28Feb2018 0:00:00,00000000060063,2.27,-1.14
28Feb2018 0:00:00,00000000060112,2.73,0.41
30Jun2018 0:00:00,00000000060119,2.31,-1.78
30Apr2018 0:00:00,00000000060268,2.34,-1.42
30Apr2018 0:00:00,00000000060299,2.25,0.16
30Jun2018 0:00:00,00000000060367,3.08,0.9
28Feb2018 0:00:00,00000000060580,2.42,0.85
31Jul2018 0:00:00,00000000060591,2.63,0.15
31Oct2018 0:00:00,00000000060717,2.78,-0.41
31May2018 0:00:00,00000000060732,3.08,0.23
30Sep2018 0:00:00,00000000060771,2.38,1.46
30Apr2018 0:00:00,00000000060811,3.51,0.75
31Jan2018 0:00:00,00000000060840,2.33,0.48
31Oct2017 0:00:00,00000000060866,2.65,-0.69
31Jan2018 0:00:00,00000000061019,2.29,0.26
28Feb2018 0:00:00,00000000061023,2.8,0.83
30Sep2018 0:00:00,00000000061168,2.86,0.45
31Oct2018 0:00:00,00000000061390,2.44,-0.56
31May2018 0:00:00,00000000061665,3.14,1
31May2018 0:00:00,00000000061714,2.58,0.14
31Aug2018 0:00:00,00000000061864,2.59,0.87
31Aug2018 0:00:00,00000000061918,2.3,0.31
31Mar2018 0:00:00,00000000061947,2.66,0.88
30Nov2017 0:00:00,00000000061950,2.41,0.46
31Oct2018 0:00:00,00000000061976,2.49,0.43
30Jun2018 0:00:00,00000000062036,3.29,0.66
30Apr2018 0:00:00,00000000062103,2.4,0.7
28Feb2018 0:00:00,00000000062241,2.88,-0.17
28Feb2018 0:00:00,00000000062253,2.26,2.36
30Sep2018 0:00:00,00000000062267,2.5,-0.43
31Jan2018 0:00:00,00000000062271,2.53,-0.35
28Feb2018 0:00:00,00000000062483,2.87,-1.16
28Feb2018 0:00:00,00000000062504,2.35,-0.5
31Aug2018 0:00:00,00000000062563,3.11,0.75
31Dec2017 0:00:00,00000000062649,2.57,-0.54
31May2018 0:00:00,00000000062683,2.3,0.55
31Oct2017 0:00:00,00000000062696,2.3,-0.73
31Jul2018 0:00:00,00000000062711,2.63,0.37
30Jun2018 0:00:00,00000000062815,2.27,-0.32
31Oct2018 0:00:00,00000000062935,2.35,1.61
31Aug2018 0:00:00,00000000062963,2.93,0.04
31Mar2018 0:00:00,00000000062994,2.38,-1.53
31Jul2018 0:00:00,00000000063007,2.37,0.79
31Jul2018 0:00:00,00000000063028,3.58,-0.44
28Feb2018 0:00:00,00000000063039,2.37,-0.45
28Feb2018 0:00:00,00000000063178,2.47,0.52
31Dec2017 0:00:00,00000000063242,2.41,-0.6
28Feb2018 0:00:00,00000000063346,2.54,0.91
31Aug2018 0:00:00,00000000063388,2.27,-0.9
30Jun2018 0:00:00,00000000063617,2.31,-1.1
30Jun2018 0:00:00,00000000063662,2.62,-2.05
28Feb2018 0:00:00,00000000063843,2.28,-0.61
31Oct2018 0:00:00,00000000063858,2.58,-0.18
28Feb2018 0:00:00,00000000063863,2.27,0.7
31May2018 0:00:00,00000000063882,2.55,0.03
28Feb2018 0:00:00,00000000064182,2.94,0.62
30Sep2018 0:00:00,00000000064363,2.48,0.14
30Sep2018 0:00:00,00000000064396,2.7,-0.36
31Jan2018 0:00:00,00000000064491,3.18,-1.33
31Dec2017 0:00:00,00000000064503,2.37,-0.38
31Aug2018 0:00:00,00000000064529,2.33,-1.66
30Sep2018 0:00:00,00000000064568,2.25,0.11
31Oct2018 0:00:00,00000000064571,2.89,0.62
31Oct2018 0:00:00,00000000064613,2.91,-0.88
31Jan2018 0:00:00,00000000064742,2.34,2.67
31Oct2017 0:00:00,00000000064822,2.26,0.96
30Nov2017 0:00:00,00000000064933,2.51,1.34
30Sep2018 0:00:00,00000000064939,2.48,0.38
30Nov2017 0:00:00,00000000065005,3.06,-2.22
31Oct2017 0:00:00,00000000065058,2.33,-0.39
31Oct2017 0:00:00,00000000065065,3.64,-1.05
31May2018 0:00:00,00000000065091,2.65,0.33
31Aug2018 0:00:00,00000000065109,2.77,1.38
31Jul2018 0:00:00,00000000065167,3.55,-0.46
31Dec2017 0:00:00,00000000065286,2.28,-0.33
28Feb2018 0:00:00,00000000065299,2.29,-0.78
31Dec2017 0:00:00,00000000065379,2.27,0.45
31Oct2018 0:00:00,00000000065401,2.29,0.93
31Jan2018 0:00:00,00000000065467,3.31,0.23
30Jun2018 0:00:00,00000000065486,3.6,0.79
31May2018 0:00:00,00000000065516,2.99,1.49
30Apr2018 0:00:00,00000000065534,2.37,1.11
31Jan2018 0:00:00,00000000065587,2.68,-0.14
31Dec2017 0:00:00,00000000065634,2.93,1.9
31Aug2018 0:00:00,00000000065656,3.55,-0.73
30Sep2018 0:00:00,00000000065665,2.42,-0.04
31Aug2018 0:00:00,00000000065667,2.58,-1.41
30Nov2017 0:00:00,00000000065774,2.4,0.56
30Jun2018 0:00:00,00000000065785,2.3,1.41
31Jul2018 0:00:00,00000000065794,2.95,-0.32
31Jan2018 0:00:00,00000000065913,2.32,1.5
31Mar2018 0:00:00,00000000066011,2.92,1.25
28Feb2018 0:00:00,00000000066025,2.36,-0.78
31Aug2018 0:00:00,00000000066059,2.57,0.2
30Nov2017 0:00:00,00000000066184,2.28,-1.97
30Sep2018 0:00:00,00000000066293,2.89,-1.05
30Nov2017 0:00:00,00000000066310,2.32,0.27
30Jun2018 0:00:00,00000000066355,2.35,-0.46
31Aug2018 0:00:00,00000000066403,2.51,-0.39
30Jun2018 0:00:00,00000000066477,2.3,1.11
30Nov2017 0:00:00,00000000066607,2.59,1.59
30Nov2017 0:00:00,00000000066609,2.52,0.11
31Oct2018 0:00:00,00000000066677,2.48,-0.95
31Oct2018 0:00:00,00000000066689,2.59,-1.61
30Apr2018 0:00:00,00000000066778,2.38,-0.01
28Feb2018 0:00:00,00000000066933,2.98,-0.47
31Mar2018 0:00:00,00000000066978,2.64,0.05
31Dec2017 0:00:00,00000000067320,2.77,0.64
31Oct2017 0:00:00,00000000067473,3.07,1.09
31Oct2017 0:00:00,00000000067530,2.95,-0.07
31Mar2018 0:00:00,00000000067536,2.77,-0.54
31Dec2017 0:00:00,00000000067575,2.38,-0.14
30Apr2018 0:00:00,00000000067627,2.27,-1
31Jan2018 0:00:00,00000000067801,2.68,0.33
31Jan2018 0:00:00,00000000067843,3.11,0.15
30Sep2018 0:00:00,00000000067970,2.84,0.3
28Feb2018 0:00:00,00000000067981,2.68,0.61
30Nov2017 0:00:00,00000000067983,2.28,-0.42
31Dec2017 0:00:00,00000000068068,2.31,0.25
30Nov2017 0:00:00,00000000068154,2.87,1.1
31Aug2018 0:00:00,00000000068203,2.54,0.42
31Oct2018 0:00:00,00000000068211,2.36,0.12
31Oct2017 0:00:00,00000000068212,2.41,-0.04
31May2018 0:00:00,00000000068253,2.5,-1.1
31Aug2018 0:00:00,00000000068268,2.29,0.84
31Oct2018 0:00:00,00000000068284,2.38,1.06
31Aug2018 0:00:00,00000000068286,2.26,-0.53
31May2018 0:00:00,00000000068361,3.83,-0.18
30Sep2018 0:00:00,00000000068447,2.58,-1.49
31Jul2018 0:00:00,00000000068457,2.6,0.04
30Sep2018 0:00:00,00000000068462,3.25,0.5
31May2018 0:00:00,00000000068507,2.49,0.73
31Oct2017 0:00:00,00000000068614,2.25,-1.23
30Sep2018 0:00:00,00000000068668,2.46,0.73
31Oct2017 0:00:00,00000000068707,2.51,0.18
31Aug2018 0:00:00,00000000068708,2.95,0.19
31Oct2017 0:00:00,00000000068781,2.61,0.73
28Feb2018 0:00:00,00000000068837,2.56,-0.62
31May2018 0:00:00,00000000068849,2.34,-1.98
31Jan2018 0:00:00,00000000068925,2.6,-0.41
31Oct2017 0:00:00,00000000068939,2.5,0.96
31May2018 0:00:00,00000000069079,2.31,-0.39
31Mar2018 0:00:00,00000000069168,2.38,0.15
30Apr2018 0:00:00,00000000069228,2.26,1.09
31Jul2018 0:00:00,00000000069350,2.48,2.63
31Aug2018 0:00:00,00000000069372,2.71,-0.56
30Sep2018 0:00:00,00000000069375,2.27,1.06
30Jun2018 0:00:00,00000000069376,2.28,-0.81
31Dec2017 0:00:00,00000000069431,2.87,-0.48
31Aug2018 0:00:00,00000000069436,2.81,-0.59
30Sep2018 0:00:00,00000000069497,2.41,0.39
30Jun2018 0:00:00,00000000069517,2.95,-1.78
30Jun2018 0:00:00,00000000069527,2.48,1.75
31Mar2018 0:00:00,00000000069533,2.61,0.07
30Apr2018 0:00:00,00000000069540,2.29,-1
30Nov2017 0:00:00,00000000069624,2.59,-0.48
31Aug2018 0:00:00,00000000069630,2.4,0.46
30Sep2018 0:00:00,00000000069727,2.26,-0.83
30Nov2017 0:00:00,00000000069827,2.69,0.22
30Jun2018 0:00:00,00000000070018,2.56,-0.21
31Mar2018 0:00:00,00000000070144,3.11,2.06
31May2018 0:00:00,00000000070205,2.41,-0.24
31Aug2018 0:00:00,00000000070322,2.63,0.99
31Oct2018 0:00:00,00000000070423,2.83,-0.21
30Jun2018 0:00:00,00000000070434,2.67,-1.63
28Feb2018 0:00:00,00000000070483,2.51,0.74
31Mar2018 0:00:00,00000000070629,2.27,-3.02
31Jan2018 0:00:00,00000000070804,2.41,0.53
31Jul2018 0:00:00,00000000070941,2.41,-1.67
31May2018 0:00:00,00000000071140,2.54,1.02
31Oct2018 0:00:00,00000000071189,2.28,0.8
30Sep2018 0:00:00,00000000071273,2.47,-0.85
31Dec2017 0:00:00,00000000071357,2.97,-0.9
30Nov2017 0:00:00,00000000071376,2.52,-1.22
31Oct2017 0:00:00,00000000071390,2.39,0.29
30Jun2018 0:00:00,00000000071392,2.62,1.97
28Feb2018 0:00:00,00000000071442,2.48,0.16
31May2018 0:00:00,00000000071470,2.74,0.86
30Sep2018 0:00:00,00000000071482,2.81,0.02
31Jul2018 0:00:00,00000000071527,2.27,0.79
28Feb2018 0:00:00,00000000071556,2.53,-1.13
31Jan2018 0:00:00,00000000071558,2.83,-0.51
30Apr2018 0:00:00,00000000071566,2.43,-0.99
30Jun2018 0:00:00,00000000071627,2.29,1.59
30Apr2018 0:00:00,00000000071760,2.24,0.02
28Feb2018 0:00:00,00000000071762,2.75,0.15
31May2018 0:00:00,00000000071919,2.29,-0.95
31Oct2017 0:00:00,00000000071956,2.48,0.07
30Apr2018 0:00:00,00000000071961,2.71,-1.01
30Nov2017 0:00:00,00000000072016,2.52,-0.72
31Oct2017 0:00:00,00000000072018,3.05,-0.26
30Jun2018 0:00:00,00000000072069,2.5,0.8
31Jan2018 0:00:00,00000000072131,2.77,-1.72
31Aug2018 0:00:00,00000000072175,2.51,0.68
31Oct2017 0:00:00,00000000072255,2.39,-1.47
31Dec2017 0:00:00,00000000072292,2.41,0.67
31Mar2018 0:00:00,00000000072302,2.43,0.48
31Aug2018 0:00:00,00000000072369,2.63,-0.47
31Oct2018 0:00:00,00000000072685,2.31,1
31Oct2018 0:00:00,00000000072755,3.26,0.47
31Jul2018 0:00:00,00000000072778,3.06,-0.51
30Jun2018 0:00:00,00000000073085,2.63,-0.37
31Aug2018 0:00:00,00000000073108,2.86,-0.68
28Feb2018 0:00:00,00000000073111,3.14,-0.22
30Apr2018 0:00:00,00000000074100,2.25,0.16
