MOIS,CLIENT_ID,pret_anterieur,compte_commercial,carte_MC,NSF,PH_autre_FI,sphere_epargne,sphere_financement,sphere_transaction,nb_produit,relation_BNC,vol_MC,vol_epargne,vol_financement,vol_transaction,TEF,mono_produit,PH
30Nov2017 0:00:00,00000000020733,1,0,0,0,0,0,0,1,1,13,,,,3220,1,1,0
31Jul2018 0:00:00,00000000020760,0,0,1,0,0,1,0,1,2,14,24930,88000,,1130,2,0,1
31Dec2017 0:00:00,00000000020810,1,0,0,1,1,1,1,1,3,13,,129000,722000,2270,3,0,0
31Dec2017 0:00:00,00000000020821,0,0,1,0,0,1,0,1,2,7,22430,170000,,2490,2,0,0
31Oct2018 0:00:00,00000000020822,0,0,1,0,0,0,0,1,3,16,20950,,,4320,1,0,0
31Jul2018 0:00:00,00000000020957,0,1,0,0,0,1,1,1,5,7,,227000,621000,2580,3,0,0
31Mar2018 0:00:00,00000000021002,0,0,0,0,1,0,0,1,3,11,,,,3170,1,0,0
30Apr2018 0:00:00,00000000021173,0,0,1,0,0,0,0,1,1,2,16840,,,2250,1,1,0
31Aug2018 0:00:00,00000000021228,0,0,0,0,0,0,0,0,1,7,,,,,0,1,0
31May2018 0:00:00,00000000021282,0,0,0,0,1,0,1,1,3,15,,,287000,2580,2,0,0
30Apr2018 0:00:00,00000000021297,0,1,0,0,0,1,0,1,2,20,,176000,,3090,2,0,0
30Nov2017 0:00:00,00000000021323,0,1,1,0,1,1,0,1,2,12,21970,172000,,2780,2,0,0
30Apr2018 0:00:00,00000000021439,0,1,1,0,1,0,1,1,3,9,21440,,586000,1510,2,0,0
31Oct2017 0:00:00,00000000021457,0,1,0,0,0,0,1,1,2,8,,,495000,2260,2,0,0
30Sep2018 0:00:00,00000000021629,0,1,0,0,1,0,0,1,1,9,,,,3200,1,1,0
31Jan2018 0:00:00,00000000021634,0,1,1,0,1,0,0,1,1,11,23110,,,1500,1,1,0
31Jul2018 0:00:00,00000000021737,0,0,1,0,0,1,0,1,2,15,16540,140000,,2010,2,0,0
31Oct2017 0:00:00,00000000021860,0,0,1,0,0,1,0,1,2,11,14560,55000,,3330,2,0,0
31Oct2017 0:00:00,00000000021870,0,0,1,1,0,0,0,1,1,9,15300,,,730,1,1,1
31Oct2017 0:00:00,00000000021994,0,0,0,0,0,1,0,1,2,14,,109000,,310,2,0,0
31Dec2017 0:00:00,00000000022160,0,0,0,1,0,0,0,1,1,20,,,,2050,1,1,0
31May2018 0:00:00,00000000022203,0,0,1,0,1,1,1,1,3,13,12710,214000,372000,1620,3,0,0
31Mar2018 0:00:00,00000000022229,0,0,1,0,1,0,0,1,1,13,23140,,,1140,1,1,0
31May2018 0:00:00,00000000022290,0,0,0,0,1,0,0,1,1,0,,,,1260,1,1,1
31Dec2017 0:00:00,00000000022310,0,0,1,0,1,0,0,0,1,18,18580,,,,0,1,0
30Sep2018 0:00:00,00000000022389,0,0,0,0,0,1,0,1,2,14,,116000,,1730,2,0,1
31Jul2018 0:00:00,00000000022424,0,0,0,0,1,1,0,1,4,6,,166000,,1460,2,0,0
30Apr2018 0:00:00,00000000022533,0,0,0,0,0,0,0,1,1,8,,,,810,1,1,0
30Apr2018 0:00:00,00000000022569,0,0,0,0,0,1,0,1,2,14,,142000,,3400,2,0,0
31Oct2017 0:00:00,00000000022575,0,0,0,0,0,0,0,1,1,11,,,,3070,1,1,0
30Sep2018 0:00:00,00000000022613,0,0,0,0,1,1,0,1,2,14,,166000,,2800,2,0,1
31Oct2018 0:00:00,00000000022616,0,0,1,0,1,0,0,1,1,5,13200,,,2150,1,1,0
31Mar2018 0:00:00,00000000022619,0,0,1,0,1,0,0,1,1,16,18550,,,1160,1,1,0
30Sep2018 0:00:00,00000000022679,0,1,0,0,0,1,0,1,2,8,,154000,,2500,2,0,0
31Dec2017 0:00:00,00000000022872,0,1,0,0,0,0,0,1,1,6,,,,1230,1,1,0
28Feb2018 0:00:00,00000000022875,0,1,0,0,1,0,0,1,1,14,,,,2370,1,1,0
31Dec2017 0:00:00,00000000022987,1,1,0,0,0,0,1,1,2,16,,,198000,4210,2,0,0
31Jul2018 0:00:00,00000000023028,0,0,1,0,0,0,0,1,1,16,22570,,,1300,1,1,0
30Sep2018 0:00:00,00000000023219,1,0,0,0,0,1,1,1,3,9,,199000,321000,1150,3,0,0
31Dec2017 0:00:00,00000000023224,0,0,0,0,0,1,0,1,3,9,,187000,,4030,2,0,0
30Sep2018 0:00:00,00000000023255,0,0,1,0,0,0,0,1,1,14,19150,,,2000,1,1,0
30Nov2017 0:00:00,00000000023600,0,1,0,0,1,0,0,1,3,2,,,,1990,1,0,0
30Sep2018 0:00:00,00000000023649,0,0,0,0,1,1,0,1,2,3,,74000,,2830,2,0,0
31Dec2017 0:00:00,00000000023687,0,0,0,0,0,0,0,1,1,9,,,,2370,1,1,0
31Oct2017 0:00:00,00000000023698,0,0,0,0,0,0,1,1,2,17,,,640000,100,2,0,0
28Feb2018 0:00:00,00000000023740,0,0,0,0,0,0,1,1,2,9,,,449000,1770,2,0,0
31May2018 0:00:00,00000000023835,0,1,0,0,0,1,0,1,2,12,,138000,,780,2,0,0
30Apr2018 0:00:00,00000000024043,0,0,0,0,0,0,0,1,1,0,,,,100,1,1,0
31Dec2017 0:00:00,00000000024239,0,1,0,0,1,0,0,1,4,6,,,,1100,1,0,0
31Aug2018 0:00:00,00000000024285,0,1,1,0,0,1,0,1,2,6,19040,194000,,3270,2,0,0
30Apr2018 0:00:00,00000000024609,0,0,1,0,1,0,1,1,2,7,24810,,631000,1260,2,0,0
31Oct2017 0:00:00,00000000024631,1,0,1,0,1,0,0,0,1,9,22720,,,,0,1,0
30Jun2018 0:00:00,00000000024654,0,1,0,0,0,0,0,1,1,9,,,,2400,1,1,0
30Nov2017 0:00:00,00000000024695,0,1,1,0,0,1,0,1,2,19,21420,205000,,2500,2,0,0
30Apr2018 0:00:00,00000000024696,0,0,0,0,1,0,0,1,1,9,,,,1870,1,1,0
31May2018 0:00:00,00000000024702,0,0,0,0,0,0,0,1,1,14,,,,2620,1,1,0
31Dec2017 0:00:00,00000000024872,0,0,0,0,0,1,0,1,2,12,,196000,,2780,2,0,0
30Sep2018 0:00:00,00000000024903,0,0,0,0,0,0,1,1,2,11,,,588000,3410,2,0,1
30Jun2018 0:00:00,00000000024930,0,0,1,0,1,1,0,1,2,23,26480,136000,,2340,2,0,1
30Nov2017 0:00:00,00000000024982,1,0,0,0,1,0,0,0,1,20,,,,,0,1,0
31Mar2018 0:00:00,00000000025072,0,0,0,0,1,0,1,1,2,11,,,529000,1000,2,0,1
31Oct2018 0:00:00,00000000025102,0,0,0,0,1,1,0,1,2,1,,126000,,2640,2,0,0
30Apr2018 0:00:00,00000000025254,0,1,1,0,1,1,0,1,2,8,14450,183000,,3240,2,0,0
30Apr2018 0:00:00,00000000025345,0,0,0,0,0,0,0,1,1,11,,,,1270,1,1,0
30Jun2018 0:00:00,00000000025458,0,0,0,0,1,1,0,1,2,15,,204000,,3400,2,0,0
31Jan2018 0:00:00,00000000025490,0,0,1,0,1,0,0,1,1,16,24600,,,160,1,1,0
30Nov2017 0:00:00,00000000025527,0,0,0,0,0,1,0,1,2,7,,157000,,3350,2,0,1
31Jul2018 0:00:00,00000000025600,0,0,0,0,1,0,1,1,2,12,,,382000,2590,2,0,1
31Dec2017 0:00:00,00000000025704,0,0,1,0,0,0,0,1,1,9,24940,,,1050,1,1,0
31Mar2018 0:00:00,00000000025731,1,1,1,0,0,0,0,1,1,6,15790,,,1720,1,1,1
31Mar2018 0:00:00,00000000025754,0,0,1,0,0,0,0,1,1,18,18750,,,1840,1,1,0
30Sep2018 0:00:00,00000000025760,0,0,1,0,1,0,0,1,1,10,22040,,,3020,1,1,0
31Aug2018 0:00:00,00000000025826,0,1,0,0,0,0,1,1,2,9,,,511000,1690,2,0,0
31Aug2018 0:00:00,00000000026041,0,0,0,0,0,0,0,1,1,0,,,,2190,1,1,0
31Aug2018 0:00:00,00000000026208,0,1,0,0,1,1,1,1,3,0,,216000,475000,3340,3,0,0
31Mar2018 0:00:00,00000000026264,0,0,0,0,1,0,1,1,2,13,,,610000,1300,2,0,0
30Jun2018 0:00:00,00000000026442,0,0,0,0,1,1,0,1,2,4,,174000,,2740,2,0,0
30Jun2018 0:00:00,00000000026536,0,0,0,0,1,1,0,1,3,9,,235000,,3510,2,0,0
31Mar2018 0:00:00,00000000026703,0,0,1,0,0,0,0,1,1,9,20390,,,1890,1,1,0
31Jan2018 0:00:00,00000000026921,0,0,0,0,1,1,0,1,2,3,,127000,,3010,2,0,0
31Jul2018 0:00:00,00000000026978,0,1,0,0,1,0,0,1,1,13,,,,2450,1,1,0
28Feb2018 0:00:00,00000000027096,1,0,1,0,0,1,0,0,3,13,22170,148000,,,1,0,0
30Apr2018 0:00:00,00000000027107,0,0,1,0,0,1,1,1,3,11,21150,146000,241000,2030,3,0,1
30Apr2018 0:00:00,00000000027112,0,0,1,0,0,0,0,1,1,15,17010,,,2400,1,1,0
31Oct2017 0:00:00,00000000027210,0,0,1,0,1,1,0,1,2,4,25090,250000,,1380,2,0,1
31Oct2018 0:00:00,00000000027260,0,0,0,0,0,0,0,1,1,11,,,,2830,1,1,0
31Mar2018 0:00:00,00000000027338,0,0,1,0,0,0,1,1,2,12,21560,,482000,1210,2,0,1
31Mar2018 0:00:00,00000000027761,0,1,0,0,0,1,0,1,2,17,,211000,,2040,2,0,0
31Dec2017 0:00:00,00000000027900,1,0,1,0,0,0,0,1,1,10,19050,,,4390,1,1,1
31Oct2018 0:00:00,00000000028026,0,0,0,0,0,1,0,1,2,15,,191000,,2250,2,0,0
31Oct2018 0:00:00,00000000028372,0,1,0,0,0,0,0,1,1,10,,,,1280,1,1,0
31Oct2017 0:00:00,00000000028386,0,0,0,0,0,0,1,1,2,17,,,527000,2550,2,0,0
30Nov2017 0:00:00,00000000028408,0,0,1,1,0,0,0,1,1,12,20070,,,100,1,1,0
31Oct2017 0:00:00,00000000028417,0,1,0,0,0,1,1,1,3,6,,77000,291000,3440,3,0,0
31May2018 0:00:00,00000000028422,0,1,1,0,1,0,0,1,1,9,13070,,,670,1,1,0
31Aug2018 0:00:00,00000000028489,0,0,0,0,1,1,0,1,2,13,,188000,,2980,2,0,0
28Feb2018 0:00:00,00000000028576,0,1,1,0,1,0,0,1,1,16,16030,,,2380,1,1,0
28Feb2018 0:00:00,00000000028723,0,1,0,0,0,1,1,1,3,13,,215000,588000,2310,3,0,0
30Nov2017 0:00:00,00000000028761,0,0,0,0,0,0,0,1,1,10,,,,1250,1,1,0
30Nov2017 0:00:00,00000000028952,0,0,0,0,0,1,0,1,2,10,,211000,,1990,2,0,0
31Jan2018 0:00:00,00000000029128,0,0,1,0,1,0,0,1,1,16,19420,,,2950,1,1,0
28Feb2018 0:00:00,00000000029158,0,0,0,0,0,0,0,1,1,16,,,,2770,1,1,0
31Mar2018 0:00:00,00000000029487,1,0,0,0,0,0,1,1,2,9,,,478000,930,2,0,0
31Oct2018 0:00:00,00000000029723,0,0,0,1,0,0,0,1,2,12,,,,1170,1,0,0
31Dec2017 0:00:00,00000000029926,0,0,1,0,1,0,0,1,1,1,17630,,,1790,1,1,0
31Dec2017 0:00:00,00000000029994,0,1,0,0,1,0,0,1,1,2,,,,2160,1,1,0
31Mar2018 0:00:00,00000000030166,0,1,0,0,0,0,0,1,1,9,,,,2230,1,1,0
31Dec2017 0:00:00,00000000030267,0,1,1,0,0,0,0,1,1,13,17610,,,1620,1,1,0
30Jun2018 0:00:00,00000000030480,1,0,1,0,0,1,1,1,3,17,22380,257000,633000,3950,3,0,1
31Dec2017 0:00:00,00000000030640,0,0,0,0,0,0,0,1,4,6,,,,360,1,0,0
31Jan2018 0:00:00,00000000030905,0,1,1,0,0,0,0,1,1,7,18150,,,1800,1,1,0
31Jan2018 0:00:00,00000000030924,0,0,1,1,0,1,1,0,2,15,21590,84000,464000,,2,0,0
31May2018 0:00:00,00000000030969,0,1,0,0,0,0,0,1,1,3,,,,2710,1,1,0
31Dec2017 0:00:00,00000000031072,0,0,0,0,0,0,0,1,2,12,,,,2760,1,0,0
31Dec2017 0:00:00,00000000031550,0,0,0,0,0,0,0,1,1,10,,,,1220,1,1,0
31Oct2018 0:00:00,00000000031692,1,0,1,0,0,0,0,1,1,21,16090,,,2140,1,1,0
30Apr2018 0:00:00,00000000031788,0,1,1,1,0,0,0,1,1,10,17800,,,3190,1,1,0
31Oct2018 0:00:00,00000000032194,0,1,0,0,0,1,0,1,4,7,,173000,,1520,2,0,0
31Aug2018 0:00:00,00000000032207,0,0,0,0,0,0,1,1,2,10,,,541000,1960,2,0,1
30Jun2018 0:00:00,00000000032348,0,0,0,0,0,0,0,1,1,12,,,,2050,1,1,0
31Aug2018 0:00:00,00000000032358,0,1,0,0,1,0,0,1,1,3,,,,1950,1,1,0
28Feb2018 0:00:00,00000000032439,0,1,0,0,0,0,1,1,2,8,,,293000,2970,2,0,0
31Mar2018 0:00:00,00000000032485,0,0,0,0,1,0,0,1,1,16,,,,2720,1,1,0
31Dec2017 0:00:00,00000000032738,0,0,0,0,0,1,0,1,2,13,,221000,,2650,2,0,0
31Dec2017 0:00:00,00000000032795,0,0,1,0,0,0,1,1,2,6,23470,,536000,1310,2,0,0
31May2018 0:00:00,00000000032823,0,0,1,0,1,0,0,1,1,4,22020,,,1690,1,1,0
31Oct2018 0:00:00,00000000032828,0,0,0,0,0,1,0,0,1,11,,110000,,,1,1,1
31Oct2017 0:00:00,00000000032835,0,0,0,0,0,0,0,1,1,13,,,,1600,1,1,0
30Apr2018 0:00:00,00000000033009,0,0,0,0,0,1,1,1,3,4,,229000,664000,2170,3,0,0
31Mar2018 0:00:00,00000000033160,0,0,0,0,0,0,0,1,1,6,,,,1560,1,1,0
31Oct2018 0:00:00,00000000033167,0,1,0,0,0,0,0,1,2,13,,,,2870,1,0,0
28Feb2018 0:00:00,00000000033231,0,0,0,0,1,0,0,1,2,4,,,,100,1,0,0
31Dec2017 0:00:00,00000000033233,0,1,0,0,0,1,0,1,2,10,,193000,,1750,2,0,0
31Jul2018 0:00:00,00000000033264,1,0,0,1,1,1,0,1,2,13,,98000,,920,2,0,0
30Apr2018 0:00:00,00000000033307,0,1,0,0,0,0,0,1,1,10,,,,2750,1,1,0
28Feb2018 0:00:00,00000000033384,0,1,1,0,0,0,0,1,1,8,19620,,,1120,1,1,0
30Jun2018 0:00:00,00000000033385,0,0,0,0,1,1,1,1,3,17,,150000,686000,460,3,0,0
30Nov2017 0:00:00,00000000033391,0,0,1,0,0,0,0,1,2,12,13740,,,2290,1,0,0
31Dec2017 0:00:00,00000000033446,0,0,1,0,1,0,0,1,1,16,13310,,,3510,1,1,0
31Oct2017 0:00:00,00000000033545,0,0,1,0,0,0,1,1,2,13,21200,,597000,1160,2,0,0
31Mar2018 0:00:00,00000000033602,1,1,1,0,1,0,0,1,2,9,18080,,,1760,1,0,0
31Oct2018 0:00:00,00000000033652,0,0,0,0,0,1,1,1,3,13,,168000,519000,1360,3,0,0
28Feb2018 0:00:00,00000000033790,0,0,0,0,0,1,0,1,3,13,,150000,,2360,2,0,0
31Jul2018 0:00:00,00000000033871,0,0,1,0,0,0,0,1,1,13,18930,,,1730,1,1,0
31Mar2018 0:00:00,00000000033962,0,1,0,0,1,0,0,0,1,9,,,,,0,1,0
30Jun2018 0:00:00,00000000034140,1,1,0,0,0,0,0,0,1,15,,,,,0,1,1
30Sep2018 0:00:00,00000000034296,0,0,1,0,0,0,0,1,1,8,28410,,,2150,1,1,0
31Jul2018 0:00:00,00000000034329,0,0,0,0,0,1,0,1,3,13,,144000,,2130,2,0,0
31Mar2018 0:00:00,00000000034421,1,1,0,0,1,0,0,1,3,9,,,,1320,1,0,0
31Mar2018 0:00:00,00000000034449,0,0,1,0,0,1,1,1,3,11,22700,7000,690000,3510,3,0,0
31Mar2018 0:00:00,00000000034449,0,0,1,0,0,1,1,1,3,11,22700,7000,690000,3510,3,0,0
31Oct2018 0:00:00,00000000034596,0,0,1,0,0,0,1,1,2,11,21540,,368000,2700,2,0,0
30Apr2018 0:00:00,00000000034611,0,0,0,0,1,0,0,1,1,6,,,,3330,1,1,1
31May2018 0:00:00,00000000034684,0,0,1,0,0,0,0,1,2,13,21430,,,1880,1,0,0
30Jun2018 0:00:00,00000000034696,0,0,0,1,0,1,0,1,2,9,,191000,,1470,2,0,0
31Oct2018 0:00:00,00000000034719,1,0,1,1,0,0,0,1,4,11,19810,,,1580,1,0,0
31May2018 0:00:00,00000000034732,0,0,0,0,0,0,0,1,5,13,,,,3100,1,0,0
31Oct2018 0:00:00,00000000034805,0,0,0,0,0,1,1,1,3,10,,78000,332000,1380,3,0,1
31May2018 0:00:00,00000000034845,0,0,1,0,0,0,0,1,1,3,25220,,,1760,1,1,0
31Mar2018 0:00:00,00000000034889,0,0,0,0,0,0,1,1,2,10,,,478000,3810,2,0,0
31Dec2017 0:00:00,00000000034908,1,1,0,1,0,0,0,1,1,11,,,,550,1,1,0
30Jun2018 0:00:00,00000000034912,0,0,0,0,0,0,0,1,1,16,,,,670,1,1,0
30Jun2018 0:00:00,00000000034923,0,0,0,0,1,0,1,1,2,9,,,577000,2130,2,0,0
31May2018 0:00:00,00000000035145,0,0,0,0,0,1,0,1,2,6,,119000,,3510,2,0,0
31Oct2018 0:00:00,00000000035156,0,0,0,0,1,0,0,1,1,14,,,,100,1,1,0
31Jan2018 0:00:00,00000000035270,0,0,0,0,1,1,1,1,3,1,,48000,464000,2210,3,0,0
30Apr2018 0:00:00,00000000035297,0,0,0,0,0,0,0,1,1,11,,,,1310,1,1,0
31Aug2018 0:00:00,00000000035304,0,0,1,0,0,0,1,1,2,20,16610,,384000,3050,2,0,0
30Sep2018 0:00:00,00000000035374,0,0,1,1,0,1,0,1,2,9,15310,180000,,2610,2,0,0
31Aug2018 0:00:00,00000000035422,0,0,0,0,0,0,1,1,2,17,,,600000,1470,2,0,0
31Oct2018 0:00:00,00000000035424,0,0,1,0,1,0,0,1,1,7,14990,,,2300,1,1,0
30Sep2018 0:00:00,00000000035431,0,0,0,0,0,0,1,1,2,4,,,190000,620,2,0,0
31Jul2018 0:00:00,00000000035470,0,0,0,0,0,0,0,1,1,6,,,,3600,1,1,0
31May2018 0:00:00,00000000035640,1,0,0,0,1,0,0,1,1,5,,,,1050,1,1,1
28Feb2018 0:00:00,00000000035644,0,1,0,0,0,0,0,1,1,2,,,,100,1,1,0
30Apr2018 0:00:00,00000000035696,0,0,1,0,1,1,0,1,2,17,16200,114000,,2720,2,0,0
30Jun2018 0:00:00,00000000035760,0,1,1,0,0,0,1,1,2,15,26770,,559000,100,2,0,1
30Apr2018 0:00:00,00000000035854,0,0,1,1,0,1,1,1,3,8,11470,181000,581000,1780,3,0,0
31Oct2018 0:00:00,00000000035909,0,0,1,0,0,0,0,1,1,6,20410,,,3790,1,1,0
31May2018 0:00:00,00000000035924,0,0,0,0,0,1,0,1,2,6,,175000,,290,2,0,0
31May2018 0:00:00,00000000035939,0,0,1,0,0,0,0,1,1,11,18880,,,2300,1,1,0
31Jul2018 0:00:00,00000000035964,0,0,0,0,0,1,0,1,2,10,,202000,,1720,2,0,0
31Jan2018 0:00:00,00000000035979,0,0,1,0,0,0,0,1,2,13,13910,,,1800,1,0,0
31Jul2018 0:00:00,00000000036088,0,0,0,0,1,0,1,1,2,14,,,449000,1520,2,0,0
28Feb2018 0:00:00,00000000036090,0,1,0,0,0,1,1,1,3,7,,142000,314000,100,3,0,1
31Dec2017 0:00:00,00000000036183,1,0,0,1,1,1,0,1,2,12,,126000,,1500,2,0,0
31May2018 0:00:00,00000000036194,0,0,0,0,1,0,0,1,4,5,,,,1320,1,0,0
31May2018 0:00:00,00000000036212,0,0,0,0,0,1,0,1,2,6,,179000,,4500,2,0,0
30Nov2017 0:00:00,00000000036221,0,0,0,0,0,0,1,1,3,15,,,578000,3120,2,0,0
31Oct2017 0:00:00,00000000036307,0,0,0,0,0,0,0,1,1,10,,,,2180,1,1,0
28Feb2018 0:00:00,00000000036320,0,0,1,0,0,0,0,1,1,17,24520,,,2710,1,1,0
30Sep2018 0:00:00,00000000036339,0,1,1,0,0,1,0,1,2,10,19870,220000,,2810,2,0,0
30Apr2018 0:00:00,00000000036386,0,0,1,1,0,0,0,1,1,17,133450,,,2950,1,1,0
31Jan2018 0:00:00,00000000036388,0,0,0,0,0,0,1,1,2,7,,,189000,2830,2,0,0
31Oct2018 0:00:00,00000000036569,0,1,1,0,1,1,0,1,2,15,21240,224000,,1980,2,0,0
30Sep2018 0:00:00,00000000036581,0,0,1,0,0,0,0,1,1,9,26470,,,1290,1,1,0
28Feb2018 0:00:00,00000000036766,0,1,1,0,1,1,0,1,2,12,22940,235000,,1750,2,0,0
31May2018 0:00:00,00000000036835,0,1,1,0,0,0,0,1,2,11,23440,,,2760,1,0,0
31May2018 0:00:00,00000000036887,0,0,1,0,0,1,0,1,2,13,20240,175000,,2650,2,0,0
31Mar2018 0:00:00,00000000037115,0,0,1,0,0,0,0,1,1,20,23870,,,3380,1,1,0
31Oct2017 0:00:00,00000000037194,0,1,0,0,0,0,0,1,1,7,,,,1960,1,1,0
30Sep2018 0:00:00,00000000037198,0,0,0,0,1,1,0,1,3,17,,148000,,2430,2,0,0
31Oct2018 0:00:00,00000000037527,0,0,1,0,0,1,1,1,3,15,24050,156000,305000,1840,3,0,0
31Jan2018 0:00:00,00000000037596,0,0,1,0,1,1,0,1,2,12,19770,197000,,2530,2,0,0
31Oct2017 0:00:00,00000000037623,0,0,0,0,1,0,0,1,1,0,,,,1980,1,1,0
31May2018 0:00:00,00000000037679,1,1,0,0,0,0,0,1,1,8,,,,2470,1,1,0
28Feb2018 0:00:00,00000000037689,0,0,0,0,0,0,0,1,1,10,,,,3310,1,1,0
30Nov2017 0:00:00,00000000037715,0,0,0,0,0,0,0,1,1,3,,,,2040,1,1,0
31Jan2018 0:00:00,00000000037764,0,0,1,0,1,0,0,1,1,9,25820,,,550,1,1,0
31Jul2018 0:00:00,00000000037826,0,0,0,0,0,0,0,1,3,15,,,,3030,1,0,0
31Aug2018 0:00:00,00000000037875,0,0,1,0,0,0,0,1,1,11,24160,,,2550,1,1,0
31Oct2017 0:00:00,00000000037892,0,0,1,0,1,1,0,1,2,4,22970,29000,,2250,2,0,0
31Dec2017 0:00:00,00000000037993,0,1,1,0,0,0,1,1,2,0,13910,,405000,2020,2,0,0
30Jun2018 0:00:00,00000000038207,0,0,0,0,1,0,0,1,1,5,,,,1100,1,1,0
31Mar2018 0:00:00,00000000038411,0,0,1,1,1,0,0,1,2,4,25440,,,3010,1,0,0
31Oct2017 0:00:00,00000000038454,0,0,1,0,1,0,1,1,2,12,19860,,436000,1250,2,0,1
30Apr2018 0:00:00,00000000038476,0,0,0,0,0,0,0,1,1,13,,,,2000,1,1,0
28Feb2018 0:00:00,00000000038632,0,1,0,0,1,0,0,1,1,14,,,,2000,1,1,0
30Apr2018 0:00:00,00000000038643,0,0,0,0,1,1,1,1,3,13,,229000,518000,990,3,0,1
31Oct2017 0:00:00,00000000038647,0,0,0,0,0,0,0,1,1,7,,,,2160,1,1,0
31Jul2018 0:00:00,00000000038696,0,1,1,0,0,0,1,1,2,13,18070,,599000,3150,2,0,0
31Oct2017 0:00:00,00000000038707,0,0,0,0,1,1,1,1,3,15,,108000,443000,2060,3,0,0
31Mar2018 0:00:00,00000000038718,0,0,0,0,0,0,0,1,1,8,,,,130,1,1,0
31Dec2017 0:00:00,00000000038728,0,1,0,0,1,0,0,1,1,4,,,,100,1,1,0
28Feb2018 0:00:00,00000000038729,0,0,0,0,0,1,0,0,1,16,,209000,,,1,1,0
31Mar2018 0:00:00,00000000038749,0,0,0,0,0,0,0,1,1,9,,,,890,1,1,0
30Jun2018 0:00:00,00000000038787,0,1,0,0,0,0,0,0,1,9,,,,,0,1,0
30Sep2018 0:00:00,00000000038840,1,0,0,0,0,0,0,1,1,22,,,,2510,1,1,0
30Apr2018 0:00:00,00000000039364,0,0,1,0,0,0,0,1,1,7,15000,,,1600,1,1,0
31Dec2017 0:00:00,00000000039385,0,0,1,0,0,0,0,1,1,6,26860,,,2520,1,1,0
31Jan2018 0:00:00,00000000039710,0,0,1,0,0,0,0,1,1,6,21160,,,4060,1,1,0
30Sep2018 0:00:00,00000000039716,0,0,0,0,0,0,1,1,2,11,,,429000,2090,2,0,0
31May2018 0:00:00,00000000039740,0,0,1,0,0,0,0,1,1,5,131680,,,3270,1,1,0
31Aug2018 0:00:00,00000000039792,0,0,0,0,0,0,0,1,1,11,,,,2690,1,1,0
30Nov2017 0:00:00,00000000039859,0,0,0,0,1,0,0,0,2,4,,,,,0,0,0
30Jun2018 0:00:00,00000000039892,0,1,1,0,1,0,1,1,2,13,17570,,427000,1530,2,0,0
31Aug2018 0:00:00,00000000040024,0,0,0,0,1,1,1,1,3,13,,67000,575000,1690,3,0,0
30Sep2018 0:00:00,00000000040130,0,1,0,0,0,0,0,1,1,9,,,,2960,1,1,0
31Mar2018 0:00:00,00000000040134,0,1,1,0,1,0,0,1,1,19,19930,,,1460,1,1,0
30Apr2018 0:00:00,00000000040164,0,0,1,0,0,0,0,1,1,7,14890,,,2400,1,1,0
28Feb2018 0:00:00,00000000040330,0,0,1,1,1,0,0,1,1,16,21520,,,2840,1,1,0
30Nov2017 0:00:00,00000000040504,0,0,0,0,1,0,0,1,3,14,,,,1360,1,0,0
31May2018 0:00:00,00000000040670,0,0,0,0,0,0,0,1,1,10,,,,700,1,1,0
31Jul2018 0:00:00,00000000040761,0,0,1,0,1,0,0,1,1,9,23720,,,3290,1,1,0
31Oct2017 0:00:00,00000000040896,1,1,1,0,0,1,0,1,2,6,10760,101000,,830,2,0,0
31Oct2018 0:00:00,00000000040984,0,0,1,0,0,0,1,1,2,12,21750,,562000,1340,2,0,0
31Jul2018 0:00:00,00000000041014,0,1,1,0,0,0,0,1,1,15,20260,,,3130,1,1,0
30Nov2017 0:00:00,00000000041058,0,0,0,0,0,1,1,1,3,4,,142000,572000,2950,3,0,0
31May2018 0:00:00,00000000041082,1,1,0,0,0,0,0,1,1,13,,,,2920,1,1,0
31May2018 0:00:00,00000000041179,0,0,0,0,1,0,1,1,2,4,,,602000,2370,2,0,0
31Dec2017 0:00:00,00000000041188,0,0,1,0,0,0,1,1,2,14,28820,,683000,1760,2,0,0
30Nov2017 0:00:00,00000000041190,0,1,0,0,0,0,1,1,2,13,,,535000,1790,2,0,1
31May2018 0:00:00,00000000041219,0,1,0,0,1,0,0,1,1,12,,,,2180,1,1,0
31Mar2018 0:00:00,00000000041337,0,1,1,0,0,0,1,1,2,6,25500,,300000,700,2,0,0
30Apr2018 0:00:00,00000000041341,0,1,1,0,1,1,1,1,3,0,19160,111000,515000,2520,3,0,0
31Jan2018 0:00:00,00000000041377,0,0,1,0,0,0,0,1,2,15,15780,,,1720,1,0,0
30Jun2018 0:00:00,00000000041428,0,0,0,0,1,1,0,1,4,24,,109000,,2080,2,0,1
31Dec2017 0:00:00,00000000041490,0,0,0,0,0,1,0,1,2,10,,208000,,1580,2,0,1
28Feb2018 0:00:00,00000000041506,0,1,0,0,0,0,0,1,4,13,,,,2740,1,0,0
30Nov2017 0:00:00,00000000041511,1,0,0,0,1,0,0,1,4,11,,,,360,1,0,0
31Aug2018 0:00:00,00000000041525,0,0,1,0,1,1,0,1,2,5,19550,138000,,3730,2,0,0
31Aug2018 0:00:00,00000000041574,0,1,0,0,0,0,0,1,3,6,,,,2490,1,0,0
31Dec2017 0:00:00,00000000041619,0,1,0,0,0,0,1,1,2,8,,,475000,1930,2,0,0
30Jun2018 0:00:00,00000000041674,0,1,1,0,0,0,0,1,1,6,23240,,,3290,1,1,0
