MOIS,CLIENT_ID,homme,courriel,Langue_Francais,naissance,logement,profession,nb_enfant,ville,education,age,revenu,revenu_foyer
31May2018 0:00:00,00000000023835,1,1,0,0,0,3,0,4,5,47,61000,146000
30Apr2018 0:00:00,00000000024043,1,0,0,0,0,3,5,4,1,50,56000,56000
31Dec2017 0:00:00,00000000024239,0,1,1,0,0,1,0,6,3,55,47000,196000
31Aug2018 0:00:00,00000000024285,1,1,0,1,0,4,2,6,1,76,74000,277000
30Apr2018 0:00:00,00000000024609,0,0,1,0,1,2,0,6,4,68,78000,206000
31Oct2017 0:00:00,00000000024631,0,1,1,0,0,1,0,3,1,29,50000,131000
30Jun2018 0:00:00,00000000024654,0,1,1,0,1,1,0,4,5,53,37000,90000
30Nov2017 0:00:00,00000000024695,0,1,1,0,0,6,1,4,4,73,71000,71000
30Apr2018 0:00:00,00000000024696,1,1,0,0,0,1,0,2,1,44,48000,133000
31May2018 0:00:00,00000000024702,1,1,1,0,1,2,0,3,5,40,21000,42000
31Dec2017 0:00:00,00000000024872,1,1,0,0,0,2,99,1,3,49,75000,75000
30Sep2018 0:00:00,00000000024903,1,1,1,1,0,2,3,6,1,46,54000,201000
30Jun2018 0:00:00,00000000024930,0,1,0,0,0,1,2,2,2,57,60000,279000
30Nov2017 0:00:00,00000000024982,0,0,0,0,1,2,0,3,1,52,13000,15000
31Mar2018 0:00:00,00000000025072,1,1,1,0,0,6,3,2,2,68,37000,195000
31Oct2018 0:00:00,00000000025102,0,1,1,1,1,3,4,5,3,30,83000,199000
30Apr2018 0:00:00,00000000025254,1,1,0,0,0,2,0,1,3,24,52000,69000
30Apr2018 0:00:00,00000000025345,0,1,1,0,1,6,0,5,2,24,57000,111000
30Jun2018 0:00:00,00000000025458,0,0,0,0,0,1,0,6,1,73,47000,107000
31Jan2018 0:00:00,00000000025490,1,1,0,0,1,5,1,5,2,58,71000,120000
30Nov2017 0:00:00,00000000025527,1,0,0,0,0,4,0,1,1,57,27000,240000
31Jul2018 0:00:00,00000000025600,1,0,0,0,0,2,0,6,4,44,89000,217000
31Dec2017 0:00:00,00000000025704,0,0,0,0,0,1,0,4,3,76,65000,198000
31Mar2018 0:00:00,00000000025731,1,1,0,0,0,3,0,2,4,66,33000,310000
31Mar2018 0:00:00,00000000025754,0,1,1,0,0,4,2,2,2,60,63000,102000
30Sep2018 0:00:00,00000000025760,1,0,1,0,1,1,0,4,4,29,52000,250000
31Aug2018 0:00:00,00000000025826,1,1,0,0,0,2,0,6,5,28,79000,79000
31Aug2018 0:00:00,00000000026041,1,1,0,0,1,2,0,6,1,47,89000,89000
31Aug2018 0:00:00,00000000026208,1,1,1,0,1,6,4,4,4,34,66000,76000
31Mar2018 0:00:00,00000000026264,0,1,0,0,0,4,0,6,2,27,95000,95000
30Jun2018 0:00:00,00000000026442,1,0,1,0,0,2,0,1,1,66,81000,81000
30Jun2018 0:00:00,00000000026536,1,1,1,0,1,2,0,5,4,66,102000,159000
31Mar2018 0:00:00,00000000026703,0,0,0,1,0,3,4,6,4,40,97000,97000
31Jan2018 0:00:00,00000000026921,1,1,0,0,0,2,0,6,1,48,89000,89000
31Jul2018 0:00:00,00000000026978,1,1,1,0,0,3,1,5,4,25,49000,149000
28Feb2018 0:00:00,00000000027096,1,0,1,0,0,1,0,1,5,73,104000,104000
30Apr2018 0:00:00,00000000027107,0,0,0,0,1,3,0,6,1,68,42000,218000
30Apr2018 0:00:00,00000000027112,1,1,1,0,0,4,0,3,5,31,62000,221000
31Oct2017 0:00:00,00000000027210,1,1,0,0,0,2,0,1,1,44,40000,328000
31Oct2018 0:00:00,00000000027260,1,1,0,0,0,1,0,1,1,53,49000,125000
31Mar2018 0:00:00,00000000027338,1,1,1,0,1,3,3,6,3,76,60000,331000
31Mar2018 0:00:00,00000000027761,1,1,1,1,0,2,1,1,1,24,70000,133000
31Dec2017 0:00:00,00000000027900,1,1,0,1,0,3,1,6,2,50,79000,129000
31Oct2018 0:00:00,00000000028026,1,1,0,1,0,2,2,5,4,218,57000,130000
31Oct2018 0:00:00,00000000028372,1,1,0,0,0,1,1,5,3,50,81000,177000
31Oct2017 0:00:00,00000000028386,1,0,1,0,0,2,0,4,4,41,61000,61000
30Nov2017 0:00:00,00000000028408,0,1,0,0,0,5,0,5,1,26,80000,249000
31Oct2017 0:00:00,00000000028417,1,1,1,0,0,2,1,6,2,41,73000,93000
31May2018 0:00:00,00000000028422,0,0,1,0,0,6,4,5,1,999,76000,76000
31Aug2018 0:00:00,00000000028489,1,0,0,0,0,5,99,4,4,34,63000,118000
28Feb2018 0:00:00,00000000028576,1,1,1,0,0,3,2,3,2,58,47000,276000
28Feb2018 0:00:00,00000000028723,1,1,0,0,0,3,0,5,1,65,69000,69000
30Nov2017 0:00:00,00000000028761,1,1,0,0,0,1,0,6,4,43,60000,60000
30Nov2017 0:00:00,00000000028952,0,1,0,1,0,1,1,5,5,35,23000,121000
31Jan2018 0:00:00,00000000029128,1,1,1,0,1,1,0,3,2,33,80000,124000
28Feb2018 0:00:00,00000000029158,1,1,0,1,0,3,4,6,3,76,73000,221000
31Mar2018 0:00:00,00000000029487,1,1,0,0,1,2,0,1,3,36,48000,157000
31Oct2018 0:00:00,00000000029723,1,1,1,0,1,2,0,5,4,49,52000,161000
31Dec2017 0:00:00,00000000029926,0,1,1,0,1,1,1,1,5,60,41000,41000
31Dec2017 0:00:00,00000000029994,1,0,0,1,1,2,1,6,3,61,19000,96000
31Mar2018 0:00:00,00000000030166,0,0,1,0,0,1,0,6,3,39,63000,91000
31Dec2017 0:00:00,00000000030267,1,1,0,0,0,3,0,6,3,55,21000,187000
30Jun2018 0:00:00,00000000030480,1,0,0,0,1,1,0,5,2,56,92000,282000
31Dec2017 0:00:00,00000000030640,1,1,0,0,0,1,2,4,1,32,101000,101000
31Jan2018 0:00:00,00000000030905,0,1,1,0,0,1,0,6,1,55,36000,36000
31Jan2018 0:00:00,00000000030924,0,1,0,0,0,1,0,5,1,31,73000,73000
31May2018 0:00:00,00000000030969,1,0,1,0,0,6,0,1,5,31,76000,201000
31Dec2017 0:00:00,00000000031072,0,0,1,0,1,2,0,1,1,68,46000,46000
31Dec2017 0:00:00,00000000031550,0,1,1,0,0,1,0,2,1,54,39000,39000
31Oct2018 0:00:00,00000000031692,1,1,0,0,0,4,0,6,1,25,36000,63000
30Apr2018 0:00:00,00000000031788,1,0,1,0,0,4,2,6,2,51,76000,294000
31Oct2018 0:00:00,00000000032194,0,1,1,1,0,2,2,1,1,66,84000,84000
31Aug2018 0:00:00,00000000032207,1,1,0,0,1,2,2,5,5,38,42000,295000
30Jun2018 0:00:00,00000000032348,0,1,1,0,0,2,0,4,4,36,38000,193000
31Aug2018 0:00:00,00000000032358,0,1,1,0,0,1,0,5,1,26,61000,198000
28Feb2018 0:00:00,00000000032439,0,1,0,0,0,3,0,1,3,48,82000,277000
31Mar2018 0:00:00,00000000032485,0,1,0,0,0,4,3,5,3,49,59000,102000
31Dec2017 0:00:00,00000000032738,1,0,1,1,0,1,3,6,4,33,37000,126000
31Dec2017 0:00:00,00000000032795,0,1,1,0,0,1,0,6,1,68,43000,210000
31May2018 0:00:00,00000000032823,1,0,1,0,0,1,1,6,1,28,19000,21000
31Oct2018 0:00:00,00000000032828,1,0,1,0,1,3,0,4,1,80,41000,252000
31Oct2017 0:00:00,00000000032835,0,1,1,0,0,3,0,6,2,74,62000,72000
30Apr2018 0:00:00,00000000033009,0,1,1,1,1,5,4,4,3,70,42000,111000
31Mar2018 0:00:00,00000000033160,1,1,0,0,0,6,0,6,1,36,55000,149000
31Oct2018 0:00:00,00000000033167,0,1,1,0,0,2,0,6,1,36,59000,235000
28Feb2018 0:00:00,00000000033231,1,1,1,0,0,1,0,6,4,35,24000,24000
31Dec2017 0:00:00,00000000033233,0,1,1,0,0,5,0,5,1,72,51000,80000
31Jul2018 0:00:00,00000000033264,1,1,1,1,0,3,2,6,4,75,103000,218000
30Apr2018 0:00:00,00000000033307,0,1,0,0,0,2,0,1,3,20,37000,103000
28Feb2018 0:00:00,00000000033384,1,1,1,0,0,4,0,5,2,51,55000,84000
30Jun2018 0:00:00,00000000033385,0,0,1,0,0,1,0,6,4,68,66000,230000
30Nov2017 0:00:00,00000000033391,0,1,0,0,1,6,0,5,1,60,18000,87000
31Dec2017 0:00:00,00000000033446,0,1,0,1,0,2,3,5,1,43,57000,63000
31Oct2017 0:00:00,00000000033545,1,1,0,0,0,2,0,6,1,37,50000,50000
31Mar2018 0:00:00,00000000033602,1,0,1,1,0,2,3,6,1,47,35000,92000
31Oct2018 0:00:00,00000000033652,1,1,1,0,1,3,0,5,1,35,55000,104000
28Feb2018 0:00:00,00000000033790,0,0,0,1,0,2,2,1,2,71,55000,55000
31Jul2018 0:00:00,00000000033871,0,1,0,0,0,6,0,2,1,53,70000,225000
31Mar2018 0:00:00,00000000033962,1,0,0,0,0,4,0,4,5,68,85000,85000
30Jun2018 0:00:00,00000000034140,1,1,1,0,0,2,0,6,5,35,73000,241000
30Sep2018 0:00:00,00000000034296,1,1,0,0,0,6,0,6,1,30,42000,66000
31Jul2018 0:00:00,00000000034329,1,1,0,0,1,3,0,2,5,29,45000,45000
31Mar2018 0:00:00,00000000034421,1,0,1,1,0,2,4,3,3,64,65000,232000
31Mar2018 0:00:00,00000000034449,0,1,1,0,0,2,0,6,4,73,60000,131000
31Oct2018 0:00:00,00000000034596,0,1,1,0,0,6,0,4,1,204,86000,164000
30Apr2018 0:00:00,00000000034611,0,1,1,0,1,3,0,5,5,81,83000,147000
31May2018 0:00:00,00000000034684,1,1,1,0,1,4,0,1,5,36,87000,87000
30Jun2018 0:00:00,00000000034696,1,0,0,0,1,2,0,4,1,38,44000,117000
31Oct2018 0:00:00,00000000034719,1,1,0,0,0,4,0,5,1,52,34000,105000
31May2018 0:00:00,00000000034732,1,1,0,0,0,1,2,6,5,59,82000,98000
31Oct2018 0:00:00,00000000034805,0,1,0,0,0,3,0,5,3,32,79000,285000
31May2018 0:00:00,00000000034845,1,1,1,0,0,4,0,2,3,60,51000,51000
31Mar2018 0:00:00,00000000034889,0,1,1,0,0,2,0,5,1,54,63000,149000
31Dec2017 0:00:00,00000000034908,1,1,0,0,0,4,0,6,3,63,53000,155000
30Jun2018 0:00:00,00000000034912,1,1,1,1,1,2,1,6,1,27,80000,85000
30Jun2018 0:00:00,00000000034923,0,1,0,1,1,1,4,1,2,31,65000,65000
31May2018 0:00:00,00000000035145,0,1,1,0,0,2,1,5,3,66,79000,79000
31Oct2018 0:00:00,00000000035156,1,1,1,0,0,1,0,4,1,63,95000,95000
31Jan2018 0:00:00,00000000035270,0,1,1,0,0,6,0,1,2,90,32000,188000
30Apr2018 0:00:00,00000000035297,1,0,1,0,1,2,0,5,1,45,77000,87000
31Aug2018 0:00:00,00000000035304,1,1,1,0,0,2,0,5,2,89,55000,162000
30Sep2018 0:00:00,00000000035374,1,1,0,0,0,1,2,3,4,35,57000,57000
31Aug2018 0:00:00,00000000035422,1,0,1,0,1,1,0,4,1,29,34000,110000
31Oct2018 0:00:00,00000000035424,1,0,1,0,0,5,0,2,5,28,69000,102000
30Sep2018 0:00:00,00000000035431,0,1,0,0,0,3,4,1,4,52,58000,58000
31Jul2018 0:00:00,00000000035470,1,1,1,0,1,1,0,1,1,57,65000,158000
31May2018 0:00:00,00000000035640,1,1,1,1,1,5,2,3,5,45,53000,131000
28Feb2018 0:00:00,00000000035644,0,1,1,0,0,2,0,5,1,57,78000,114000
30Apr2018 0:00:00,00000000035696,0,1,1,1,0,6,5,6,3,49,69000,200000
30Jun2018 0:00:00,00000000035760,0,0,0,0,1,2,0,2,2,79,24000,143000
30Apr2018 0:00:00,00000000035854,1,0,1,0,0,3,2,6,1,30,56000,175000
31Oct2018 0:00:00,00000000035909,1,1,1,0,0,1,0,4,1,86,41000,234000
31May2018 0:00:00,00000000035924,0,1,1,1,0,1,2,6,4,75,45000,206000
31May2018 0:00:00,00000000035939,1,1,1,1,0,2,4,5,1,78,39000,75000
31Jul2018 0:00:00,00000000035964,0,0,1,0,0,6,0,4,2,68,46000,292000
31Jan2018 0:00:00,00000000035979,0,1,0,0,0,1,0,6,5,21,43000,144000
31Jul2018 0:00:00,00000000036088,1,1,1,0,1,1,0,4,5,40,75000,75000
28Feb2018 0:00:00,00000000036090,0,1,1,0,0,3,0,2,3,29,89000,110000
31Dec2017 0:00:00,00000000036183,0,1,0,0,1,1,0,5,2,53,52000,83000
31May2018 0:00:00,00000000036194,1,0,1,0,0,4,0,6,5,72,72000,149000
31May2018 0:00:00,00000000036212,0,1,0,1,0,6,1,1,3,42,68000,68000
30Nov2017 0:00:00,00000000036221,1,1,1,0,0,3,1,4,1,70,46000,172000
31Oct2017 0:00:00,00000000036307,0,1,1,0,1,1,2,4,5,41,66000,199000
28Feb2018 0:00:00,00000000036320,0,1,0,1,1,1,3,6,3,60,68000,181000
30Sep2018 0:00:00,00000000036339,0,1,1,1,0,1,3,2,1,64,59000,102000
30Apr2018 0:00:00,00000000036386,0,1,0,1,1,3,4,5,3,59,44000,155000
31Jan2018 0:00:00,00000000036388,0,1,1,0,0,3,0,2,3,39,47000,47000
31Oct2018 0:00:00,00000000036569,1,1,1,0,0,3,0,5,1,42,22000,90000
30Sep2018 0:00:00,00000000036581,0,0,1,0,1,6,0,6,4,67,83000,83000
28Feb2018 0:00:00,00000000036766,1,1,1,0,0,2,1,4,1,49,62000,62000
31May2018 0:00:00,00000000036835,1,1,0,0,0,1,4,5,1,30,79000,88000
31May2018 0:00:00,00000000036887,1,1,1,0,0,2,0,6,4,67,54000,54000
31Mar2018 0:00:00,00000000037115,0,1,0,0,0,3,0,4,1,60,63000,144000
31Oct2017 0:00:00,00000000037194,1,0,1,0,0,1,0,2,4,86,10000,124000
31Oct2017 0:00:00,00000000037194,1,0,1,0,0,1,0,2,4,86,10000,124000
30Sep2018 0:00:00,00000000037198,1,1,1,0,0,4,4,2,3,40,68000,68000
31Oct2018 0:00:00,00000000037527,0,1,0,0,0,2,0,4,2,74,26000,56000
31Jan2018 0:00:00,00000000037596,0,1,1,0,1,3,0,6,2,67,82000,82000
31Oct2017 0:00:00,00000000037623,0,1,1,0,0,1,0,5,3,37,79000,148000
31May2018 0:00:00,00000000037679,1,1,1,1,0,6,3,2,1,43,61000,171000
28Feb2018 0:00:00,00000000037689,0,1,1,0,0,1,2,1,4,32,45000,45000
30Nov2017 0:00:00,00000000037715,0,0,1,0,0,5,1,6,1,74,49000,61000
31Jan2018 0:00:00,00000000037764,1,1,1,0,0,3,0,6,1,81,90000,90000
31Jul2018 0:00:00,00000000037826,1,1,1,0,0,2,0,2,1,61,24000,114000
31Aug2018 0:00:00,00000000037875,0,1,1,0,0,1,0,4,1,52,43000,43000
31Oct2017 0:00:00,00000000037892,0,1,1,0,0,3,1,6,4,39,87000,87000
31Dec2017 0:00:00,00000000037993,0,1,0,0,0,1,5,1,4,31,30000,145000
30Jun2018 0:00:00,00000000038207,0,1,0,0,0,1,1,3,2,49,64000,170000
31Mar2018 0:00:00,00000000038411,0,1,1,0,0,1,0,5,4,61,104000,165000
31Oct2017 0:00:00,00000000038454,1,1,1,1,1,2,2,6,2,69,94000,253000
30Apr2018 0:00:00,00000000038476,1,1,0,0,0,1,0,3,2,50,23000,125000
28Feb2018 0:00:00,00000000038632,1,0,1,0,1,2,0,3,4,29,97000,118000
30Apr2018 0:00:00,00000000038643,1,1,1,0,1,2,0,5,3,69,58000,182000
31Oct2017 0:00:00,00000000038647,1,1,1,0,0,1,0,6,4,48,58000,58000
31Jul2018 0:00:00,00000000038696,1,1,0,0,0,3,1,4,3,57,45000,64000
31Oct2017 0:00:00,00000000038707,1,1,0,1,0,3,2,6,3,24,40000,62000
31Mar2018 0:00:00,00000000038718,1,1,1,0,1,3,0,3,2,27,64000,82000
31Dec2017 0:00:00,00000000038728,0,1,1,0,1,2,2,1,4,36,78000,120000
28Feb2018 0:00:00,00000000038729,1,1,0,0,1,2,2,3,4,29,42000,173000
31Mar2018 0:00:00,00000000038749,1,1,1,0,1,4,0,6,4,22,80000,268000
30Jun2018 0:00:00,00000000038787,0,1,0,0,1,1,1,2,1,68,55000,166000
30Sep2018 0:00:00,00000000038840,0,1,1,0,0,1,0,6,3,85,102000,102000
30Apr2018 0:00:00,00000000039364,1,1,0,0,0,2,2,1,3,49,68000,141000
31Dec2017 0:00:00,00000000039385,0,1,0,0,1,2,3,4,3,65,48000,56000
31Jan2018 0:00:00,00000000039710,0,1,1,0,0,2,0,6,1,72,80000,80000
30Sep2018 0:00:00,00000000039716,0,1,0,0,0,1,0,4,1,52,82000,82000
31May2018 0:00:00,00000000039740,0,1,1,0,0,2,1,6,3,61,82000,82000
31Aug2018 0:00:00,00000000039792,0,1,0,0,0,1,0,5,5,63,82000,82000
30Nov2017 0:00:00,00000000039859,0,1,1,1,0,1,2,4,5,43,49000,205000
30Jun2018 0:00:00,00000000039892,1,1,0,0,1,2,0,3,4,74,16000,93000
31Aug2018 0:00:00,00000000040024,0,1,0,0,1,1,1,6,2,45,20000,20000
30Sep2018 0:00:00,00000000040130,1,1,0,0,0,6,0,1,1,50,31000,31000
31Mar2018 0:00:00,00000000040134,1,1,1,1,0,4,2,6,3,30,58000,58000
30Apr2018 0:00:00,00000000040164,1,1,1,0,0,1,0,6,1,74,68000,68000
28Feb2018 0:00:00,00000000040330,0,1,1,0,0,3,3,4,1,41,33000,110000
30Nov2017 0:00:00,00000000040504,0,1,0,0,0,6,2,6,4,29,59000,73000
31May2018 0:00:00,00000000040670,0,0,0,1,1,3,1,4,4,51,39000,147000
31Jul2018 0:00:00,00000000040761,1,1,1,0,0,4,0,6,1,52,61000,202000
31Oct2017 0:00:00,00000000040896,0,0,0,0,0,2,0,4,1,49,41000,64000
31Oct2018 0:00:00,00000000040984,1,1,1,0,0,2,0,4,1,34,41000,229000
31Jul2018 0:00:00,00000000041014,1,1,1,0,1,3,0,6,4,86,82000,211000
30Nov2017 0:00:00,00000000041058,1,1,1,1,0,1,3,6,1,75,45000,45000
31May2018 0:00:00,00000000041082,0,1,1,0,0,1,2,5,3,44,58000,58000
31May2018 0:00:00,00000000041179,0,0,0,1,1,2,2,6,5,50,79000,126000
31Dec2017 0:00:00,00000000041188,1,1,1,0,0,6,0,6,2,43,66000,128000
30Nov2017 0:00:00,00000000041190,1,0,1,1,1,5,1,2,2,42,56000,185000
31May2018 0:00:00,00000000041219,0,1,1,1,1,6,4,6,4,47,58000,71000
31Mar2018 0:00:00,00000000041337,1,1,1,0,0,6,0,6,4,52,40000,91000
30Apr2018 0:00:00,00000000041341,1,1,1,0,0,3,1,6,4,47,58000,166000
31Jan2018 0:00:00,00000000041377,0,1,1,0,0,1,1,5,1,41,42000,42000
30Jun2018 0:00:00,00000000041428,1,0,0,0,1,6,0,5,3,89,76000,122000
31Dec2017 0:00:00,00000000041490,1,0,1,0,0,5,2,6,1,47,40000,302000
28Feb2018 0:00:00,00000000041506,0,1,1,0,0,1,0,6,2,38,75000,158000
30Nov2017 0:00:00,00000000041511,0,0,1,1,0,1,4,5,2,68,32000,206000
31Aug2018 0:00:00,00000000041525,1,1,0,0,0,2,0,1,3,50,69000,216000
31Aug2018 0:00:00,00000000041574,0,1,0,1,0,1,1,3,5,61,53000,185000
31Dec2017 0:00:00,00000000041619,1,1,0,0,1,2,2,5,2,42,50000,50000
30Jun2018 0:00:00,00000000041674,1,1,1,0,0,1,0,1,1,63,49000,49000
30Sep2018 0:00:00,00000000041796,0,1,1,0,0,4,0,4,1,31,52000,128000
31Jul2018 0:00:00,00000000041841,0,1,0,1,0,4,1,4,5,34,96000,96000
31Aug2018 0:00:00,00000000041914,1,1,0,1,0,6,1,1,4,44,52000,193000
30Sep2018 0:00:00,00000000041981,0,0,0,0,0,2,0,5,1,69,63000,96000
31Mar2018 0:00:00,00000000042102,1,1,1,0,0,6,0,6,1,57,20000,95000
28Feb2018 0:00:00,00000000042123,0,1,1,1,0,1,2,5,4,52,81000,277000
30Jun2018 0:00:00,00000000042166,0,1,1,0,0,1,2,1,2,77,28000,141000
31May2018 0:00:00,00000000042177,0,0,0,0,0,1,0,1,3,51,50000,127000
31Oct2018 0:00:00,00000000042183,0,1,0,0,1,3,0,5,1,54,38000,111000
30Apr2018 0:00:00,00000000042189,1,1,0,1,1,5,1,6,4,71,28000,28000
30Nov2017 0:00:00,00000000042289,0,1,0,0,0,5,0,4,1,49,48000,105000
31Dec2017 0:00:00,00000000042340,0,1,1,1,0,2,2,3,4,43,70000,214000
31Oct2017 0:00:00,00000000042354,1,1,1,0,0,2,0,6,1,66,54000,254000
30Apr2018 0:00:00,00000000042444,0,1,1,0,0,2,0,5,5,52,90000,163000
31Aug2018 0:00:00,00000000042580,0,1,0,1,1,6,4,5,3,65,60000,265000
31Jul2018 0:00:00,00000000042586,1,1,1,0,1,4,0,5,4,30,40000,40000
30Apr2018 0:00:00,00000000042600,1,1,1,1,0,2,1,4,2,49,26000,263000
31Dec2017 0:00:00,00000000042616,1,0,1,0,1,4,0,1,1,76,72000,96000
31Jul2018 0:00:00,00000000042630,1,1,1,1,1,5,3,6,4,48,54000,99000
31Dec2017 0:00:00,00000000042819,0,1,0,0,0,1,0,4,1,21,45000,163000
30Sep2018 0:00:00,00000000042862,0,1,1,0,0,3,0,6,4,40,38000,85000
30Sep2018 0:00:00,00000000042866,0,1,1,0,0,1,0,1,1,53,73000,294000
31Oct2017 0:00:00,00000000042939,0,1,1,1,0,6,2,6,3,69,53000,322000
31Dec2017 0:00:00,00000000042995,0,0,1,0,0,3,2,2,1,24,87000,183000
30Apr2018 0:00:00,00000000043127,1,1,0,0,0,3,0,1,4,44,63000,91000
31Dec2017 0:00:00,00000000043136,0,0,0,1,0,6,6,3,3,55,27000,27000
31Oct2017 0:00:00,00000000043153,1,0,0,0,1,6,0,6,5,84,71000,71000
30Apr2018 0:00:00,00000000043320,0,1,1,0,1,1,0,5,5,34,35000,134000
31Mar2018 0:00:00,00000000043409,0,1,0,0,0,3,0,6,1,67,62000,232000
31Dec2017 0:00:00,00000000043606,0,1,0,0,0,6,0,3,2,64,68000,68000
31Jul2018 0:00:00,00000000043748,0,1,1,0,0,2,2,6,1,35,101000,120000
31May2018 0:00:00,00000000043787,0,1,1,0,0,1,0,5,1,40,24000,179000
31Oct2017 0:00:00,00000000043788,1,0,0,0,0,4,0,6,1,27,52000,52000
30Apr2018 0:00:00,00000000043966,0,1,0,0,1,2,0,2,3,34,16000,155000
31Jul2018 0:00:00,00000000044008,1,1,0,1,0,1,2,4,1,79,65000,65000
31Jan2018 0:00:00,00000000044023,1,1,0,0,0,3,0,4,4,44,33000,100000
31Dec2017 0:00:00,00000000044048,0,1,0,0,0,1,2,5,4,21,53000,53000
28Feb2018 0:00:00,00000000044104,0,1,0,0,1,6,0,3,4,33,66000,66000
28Feb2018 0:00:00,00000000044164,1,1,1,1,1,2,3,1,1,33,50000,185000
28Feb2018 0:00:00,00000000044323,1,0,1,0,0,2,0,6,4,61,70000,228000
31Jan2018 0:00:00,00000000044543,1,1,1,1,1,6,3,1,5,30,33000,160000
31Oct2017 0:00:00,00000000044545,0,1,1,0,0,2,0,2,3,48,47000,130000
30Jun2018 0:00:00,00000000044617,1,1,1,0,0,2,2,4,4,50,43000,94000
31Oct2017 0:00:00,00000000044690,1,1,1,0,0,3,0,6,2,47,74000,238000
31Oct2018 0:00:00,00000000044891,1,1,0,0,0,2,4,5,2,76,56000,180000
28Feb2018 0:00:00,00000000044921,0,1,1,0,0,1,0,5,4,999,70000,70000
31Aug2018 0:00:00,00000000044968,1,1,1,0,0,2,0,5,1,59,38000,91000
30Jun2018 0:00:00,00000000044975,1,1,1,0,0,6,0,5,1,52,18000,121000
30Nov2017 0:00:00,00000000045072,1,1,0,0,0,1,1,1,2,46,45000,132000
30Sep2018 0:00:00,00000000045115,0,1,0,0,1,2,0,5,1,47,71000,71000
30Apr2018 0:00:00,00000000045161,0,1,1,0,1,2,0,6,4,56,25000,114000
28Feb2018 0:00:00,00000000045404,1,1,0,0,0,2,0,5,4,72,77000,77000
31Oct2017 0:00:00,00000000045465,1,0,1,0,0,3,0,6,1,56,50000,202000
31Oct2018 0:00:00,00000000045474,1,1,1,1,0,1,3,5,3,52,67000,214000
28Feb2018 0:00:00,00000000045538,1,1,0,0,0,3,0,6,1,31,81000,81000
30Jun2018 0:00:00,00000000045615,0,1,1,0,1,4,1,5,5,59,42000,146000
31Aug2018 0:00:00,00000000045680,1,1,1,0,1,2,0,1,3,61,99000,121000
31May2018 0:00:00,00000000045720,1,1,1,0,0,1,5,4,4,33,64000,64000
28Feb2018 0:00:00,00000000045873,0,0,0,0,0,1,0,2,4,38,52000,52000
31Oct2017 0:00:00,00000000045875,1,1,1,0,1,2,2,1,3,48,75000,75000
31Jan2018 0:00:00,00000000045882,1,1,1,0,0,5,0,4,2,74,47000,47000
30Apr2018 0:00:00,00000000045902,1,1,1,0,0,2,0,6,5,44,71000,134000
31Oct2017 0:00:00,00000000045985,1,0,1,0,0,6,0,5,2,81,68000,279000
31Jul2018 0:00:00,00000000046092,1,0,0,1,0,1,1,6,5,79,58000,309000
31Mar2018 0:00:00,00000000046189,1,1,0,0,1,3,0,6,5,73,79000,236000
30Nov2017 0:00:00,00000000046197,0,0,0,0,0,2,0,1,4,40,22000,22000
30Sep2018 0:00:00,00000000046235,0,1,1,0,0,6,0,2,1,60,105000,105000
31Oct2018 0:00:00,00000000046394,1,1,0,0,1,2,0,6,3,51,80000,144000
31Jan2018 0:00:00,00000000046416,1,1,1,0,0,1,2,6,5,73,82000,87000
30Apr2018 0:00:00,00000000046574,1,1,1,0,0,3,0,1,5,46,89000,89000
31May2018 0:00:00,00000000046679,1,1,1,0,0,1,1,5,1,73,87000,140000
31May2018 0:00:00,00000000046797,0,1,0,0,1,1,0,1,5,73,61000,187000
31Oct2017 0:00:00,00000000046804,0,0,1,0,0,2,3,5,1,43,81000,266000
30Sep2018 0:00:00,00000000046836,1,0,1,0,1,5,0,5,4,25,73000,73000
30Nov2017 0:00:00,00000000046978,1,1,1,0,0,3,0,3,3,50,67000,312000
28Feb2018 0:00:00,00000000047068,1,1,1,0,0,2,0,5,4,49,53000,136000
28Feb2018 0:00:00,00000000047096,0,1,0,0,0,2,2,5,1,36,29000,192000
31Oct2017 0:00:00,00000000047124,0,0,1,1,0,1,1,2,4,64,98000,98000
31Oct2018 0:00:00,00000000047167,0,1,1,1,1,3,1,6,4,52,85000,275000
31May2018 0:00:00,00000000047170,0,0,1,0,1,3,4,5,1,48,57000,57000
30Jun2018 0:00:00,00000000047171,0,1,1,1,1,2,2,5,4,86,52000,172000
31Oct2018 0:00:00,00000000047241,1,1,0,0,1,2,0,5,4,37,89000,89000
28Feb2018 0:00:00,00000000047243,1,1,1,0,0,3,0,5,1,41,49000,256000
31Jan2018 0:00:00,00000000047244,0,1,1,1,0,1,5,6,1,30,62000,101000
31Mar2018 0:00:00,00000000047290,0,1,1,0,0,2,0,4,1,21,70000,141000
31Oct2018 0:00:00,00000000047437,1,1,1,0,1,1,2,2,1,27,68000,174000
28Feb2018 0:00:00,00000000047463,1,1,1,0,0,2,0,5,3,57,10000,132000
28Feb2018 0:00:00,00000000047463,1,1,1,0,0,2,0,5,3,57,10000,132000
28Feb2018 0:00:00,00000000047531,1,1,0,1,0,6,2,5,4,28,59000,195000
31May2018 0:00:00,00000000047581,0,1,1,1,0,3,1,5,1,27,78000,78000
30Jun2018 0:00:00,00000000047644,0,1,1,0,0,2,2,1,4,24,55000,246000
31Oct2017 0:00:00,00000000047696,0,1,1,1,0,2,2,5,1,32,45000,45000
